epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,252.106,1.38436,1.06825,1.40726,0.56218,0.57618,0.56298,0.29718,1.64113,1.16137,1.74814,0.00132525,0.00132525,0.00132525
24,262.11,1.36163,1.05575,1.36621,0.63106,0.62541,0.60855,0.32364,1.65191,1.22845,1.76782,0.00132054,0.00132054,0.00132054
25,274.799,1.39744,1.0867,1.36201,0.56504,0.56098,0.54857,0.28033,1.77921,1.18217,1.84348,0.00131582,0.00131582,0.00131582
26,289.246,1.36986,0.99694,1.3681,0.63254,0.60567,0.5862,0.30779,1.66604,1.08718,1.74251,0.00131111,0.00131111,0.00131111
27,300.338,1.38105,1.04097,1.36572,0.70462,0.62592,0.61627,0.25745,1.95182,1.18999,2.01829,0.00130639,0.00130639,0.00130639
28,311.449,1.36477,0.97282,1.39671,0.67345,0.58578,0.59946,0.30128,1.6271,1.11306,1.69706,0.00130168,0.00130168,0.00130168
29,322.319,1.35227,1.00201,1.33606,0.63698,0.56171,0.58994,0.32981,1.65792,1.0979,1.76372,0.00129696,0.00129696,0.00129696
30,332.938,1.32636,0.9451,1.35583,0.63755,0.59498,0.59394,0.30564,1.61554,1.14588,1.71043,0.00129224,0.00129224,0.00129224
31,343.606,1.30284,0.9428,1.32883,0.61784,0.54656,0.5651,0.30563,1.68357,1.1193,1.77323,0.00128753,0.00128753,0.00128753
32,353.465,1.3326,0.94742,1.34614,0.64571,0.65135,0.64346,0.34382,1.55967,1.08974,1.65467,0.00128281,0.00128281,0.00128281
33,363.603,1.2868,0.9506,1.29612,0.70202,0.58517,0.6061,0.35536,1.56282,1.00861,1.70091,0.0012781,0.0012781,0.0012781
34,374.515,1.29227,0.90171,1.3028,0.70023,0.58517,0.59174,0.35271,1.54972,1.00484,1.68756,0.00127338,0.00127338,0.00127338
35,385.824,1.30458,0.91262,1.32123,0.60644,0.63274,0.6122,0.3536,1.54515,0.99795,1.68249,0.00126867,0.00126867,0.00126867
36,397.165,1.32505,0.89295,1.35066,0.63664,0.62827,0.62015,0.29134,1.74689,1.17114,1.85664,0.00126395,0.00126395,0.00126395
37,408.423,1.27922,0.91274,1.30907,0.68562,0.57897,0.63246,0.31503,1.69176,1.12793,1.81451,0.00125923,0.00125923,0.00125923
38,419.589,1.28935,0.88755,1.32931,0.6697,0.64624,0.64149,0.29888,1.86505,1.09037,1.98932,0.00125452,0.00125452,0.00125452
39,431.363,1.28821,0.84887,1.3069,0.60916,0.63661,0.62529,0.32199,1.65776,1.07869,1.80177,0.0012498,0.0012498,0.0012498
40,442.501,1.25436,0.86079,1.27843,0.69041,0.59416,0.62222,0.32016,1.69286,1.06043,1.80327,0.00124509,0.00124509,0.00124509
41,454.036,1.28057,0.86297,1.28887,0.69735,0.64517,0.64532,0.34538,1.70681,1.04798,1.78697,0.00124037,0.00124037,0.00124037
42,465.419,1.29151,0.86676,1.30982,0.74895,0.6425,0.67713,0.34097,1.59212,1.07209,1.68489,0.00123566,0.00123566,0.00123566
43,477.105,1.21239,0.84282,1.28223,0.85981,0.57741,0.66407,0.34784,1.59037,1.00614,1.66191,0.00123094,0.00123094,0.00123094
44,488.121,1.19477,0.83064,1.25792,0.62112,0.64279,0.62381,0.35879,1.5545,1.06666,1.67485,0.00122622,0.00122622,0.00122622
45,498.949,1.26949,0.81908,1.31309,0.6152,0.52819,0.56412,0.31676,1.54859,1.12826,1.67544,0.00122151,0.00122151,0.00122151
46,511.674,1.24005,0.80483,1.29065,0.81038,0.54613,0.6387,0.35037,1.57079,1.00093,1.67093,0.00121679,0.00121679,0.00121679
47,521.998,1.20458,0.79663,1.27652,0.64455,0.66927,0.66707,0.35151,1.62576,0.99766,1.71939,0.00121208,0.00121208,0.00121208
48,532.025,1.15605,0.76101,1.23121,0.74043,0.58685,0.61721,0.34131,1.65268,0.98851,1.79449,0.00120736,0.00120736,0.00120736
49,542.918,1.19532,0.7991,1.27397,0.70606,0.54841,0.62593,0.34901,1.59181,1.05525,1.72498,0.00120265,0.00120265,0.00120265
50,553.991,1.14222,0.75571,1.22967,0.6719,0.65257,0.66862,0.35201,1.62933,0.99518,1.78791,0.00119793,0.00119793,0.00119793
51,565.434,1.18393,0.77531,1.27961,0.75504,0.66585,0.6828,0.37006,1.55668,0.97749,1.69937,0.00119322,0.00119322,0.00119322
52,577.345,1.17909,0.74268,1.23891,0.77083,0.63347,0.65586,0.33797,1.65187,1.02617,1.78711,0.0011885,0.0011885,0.0011885
53,588.721,1.1582,0.76442,1.24182,0.65944,0.64706,0.64671,0.34229,1.61278,0.99553,1.72373,0.00118378,0.00118378,0.00118378
54,599.524,1.15677,0.7527,1.24453,0.64095,0.6917,0.64359,0.33578,1.61071,0.97308,1.72494,0.00117907,0.00117907,0.00117907
55,609.971,1.22147,0.85758,1.24361,0.62071,0.66623,0.64036,0.34662,1.58916,0.98053,1.6919,0.00117435,0.00117435,0.00117435
56,620.223,1.17257,0.7479,1.24473,0.68673,0.64154,0.65404,0.36183,1.60789,1.00323,1.73233,0.00116964,0.00116964,0.00116964
57,630.945,1.12513,0.73604,1.22908,0.61021,0.5866,0.59297,0.33571,1.60383,1.05246,1.71749,0.00116492,0.00116492,0.00116492
58,641.413,1.1217,0.71391,1.23698,0.63177,0.60049,0.62364,0.3026,1.8058,1.18356,1.91775,0.00116021,0.00116021,0.00116021
59,651.971,1.1335,0.74345,1.23567,0.65384,0.65088,0.65482,0.32883,1.63179,1.04908,1.74853,0.00115549,0.00115549,0.00115549
60,662.638,1.14555,0.74947,1.26413,0.71585,0.60349,0.65391,0.35766,1.6501,0.97936,1.73777,0.00115077,0.00115077,0.00115077
61,673.662,1.14285,0.7668,1.23675,0.75273,0.64216,0.66769,0.35448,1.60339,1.00625,1.73546,0.00114606,0.00114606,0.00114606
62,684.055,1.12812,0.7398,1.22372,0.63062,0.60361,0.60757,0.34025,1.6382,1.11414,1.7836,0.00114134,0.00114134,0.00114134
63,694.598,1.14991,0.72351,1.2401,0.6484,0.61133,0.62144,0.33914,1.62354,1.05028,1.75663,0.00113663,0.00113663,0.00113663
64,705.011,1.10299,0.69374,1.2134,0.65381,0.61543,0.63162,0.35366,1.62629,1.11741,1.76389,0.00113191,0.00113191,0.00113191
65,715.839,1.1175,0.70226,1.19224,0.60344,0.66728,0.6156,0.32513,1.63534,1.03189,1.75541,0.0011272,0.0011272,0.0011272
66,726.606,1.05833,0.69972,1.18839,0.68649,0.55441,0.60468,0.33258,1.5901,0.97592,1.73322,0.00112248,0.00112248,0.00112248
67,736.872,1.10526,0.69923,1.21111,0.626,0.61185,0.62937,0.33959,1.58971,1.01477,1.73774,0.00111776,0.00111776,0.00111776
68,748.181,1.09877,0.71372,1.21152,0.65504,0.62561,0.63429,0.34684,1.61947,0.96181,1.76437,0.00111305,0.00111305,0.00111305
69,759.236,1.06991,0.67433,1.16634,0.64309,0.66789,0.66604,0.33909,1.6468,0.97026,1.77765,0.00110833,0.00110833,0.00110833
70,770.294,1.08006,0.66936,1.20388,0.63351,0.69065,0.65242,0.34116,1.62574,0.96825,1.7671,0.00110362,0.00110362,0.00110362
71,782.648,1.10809,0.70055,1.19657,0.69713,0.61994,0.64482,0.36295,1.59985,0.89261,1.80679,0.0010989,0.0010989,0.0010989
72,793.993,1.04634,0.69589,1.18752,0.69762,0.5688,0.63217,0.35199,1.60553,0.98773,1.77567,0.00109419,0.00109419,0.00109419
73,804.89,1.07037,0.69361,1.19366,0.67427,0.61785,0.62218,0.3257,1.6708,1.04851,1.871,0.00108947,0.00108947,0.00108947
74,815.762,1.07482,0.64274,1.19138,0.68336,0.60948,0.635,0.35052,1.63246,0.9639,1.79923,0.00108475,0.00108475,0.00108475
75,825.892,1.08884,0.7106,1.20414,0.67362,0.6341,0.61944,0.32429,1.6791,0.99744,1.84112,0.00108004,0.00108004,0.00108004
76,835.957,1.06186,0.66282,1.18741,0.62494,0.64434,0.62613,0.31921,1.66531,0.97065,1.8903,0.00107532,0.00107532,0.00107532
