epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
45,318.255,1.13815,0.69838,1.13284,0.61398,0.57736,0.56918,0.2973,1.757,1.06099,1.64934,0.0005644,0.0005644,0.0005644
46,325.13,1.14721,0.72934,1.12528,0.74876,0.56848,0.60533,0.3222,1.66972,1.06315,1.55478,0.0005545,0.0005545,0.0005545
47,332.051,1.19978,0.74759,1.1657,0.68608,0.63221,0.617,0.30253,1.75696,1.05997,1.63092,0.0005446,0.0005446,0.0005446
48,338.981,1.19148,0.72652,1.133,0.7765,0.60508,0.6369,0.34874,1.6112,0.94317,1.54241,0.0005347,0.0005347,0.0005347
49,345.878,1.10087,0.68373,1.10553,0.70266,0.63174,0.63841,0.33382,1.66865,1.04743,1.57701,0.0005248,0.0005248,0.0005248
50,352.868,1.14098,0.69551,1.12108,0.66909,0.63235,0.60139,0.27374,1.90721,1.3339,1.82362,0.0005149,0.0005149,0.0005149
51,360.008,1.14663,0.70581,1.11425,0.6867,0.6416,0.61073,0.33158,1.66321,1.07156,1.5663,0.000505,0.000505,0.000505
52,366.955,1.14648,0.71768,1.11999,0.75592,0.55545,0.57332,0.29064,1.83804,1.05655,1.75643,0.0004951,0.0004951,0.0004951
53,373.78,1.10673,0.65819,1.10854,0.59686,0.62118,0.57812,0.29384,1.75653,1.08312,1.64463,0.0004852,0.0004852,0.0004852
54,380.498,1.13758,0.6943,1.12529,0.73735,0.56128,0.60155,0.32256,1.57857,0.99837,1.49358,0.0004753,0.0004753,0.0004753
55,387.385,1.09415,0.66435,1.0898,0.67541,0.60282,0.61295,0.34466,1.60154,0.93974,1.52515,0.0004654,0.0004654,0.0004654
56,394.796,1.10278,0.68316,1.10436,0.62447,0.61891,0.61908,0.35563,1.5696,0.94611,1.49599,0.0004555,0.0004555,0.0004555
57,401.731,1.08397,0.66384,1.09254,0.71995,0.60192,0.63504,0.34229,1.63308,0.97674,1.56255,0.0004456,0.0004456,0.0004456
