epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
35,197.439,1.32781,1.13248,1.39916,0.79022,0.5786,0.66798,0.37311,1.66134,1.74031,1.81018,0.0026634,0.0026634,0.0026634
36,202.69,1.30837,1.10639,1.3714,0.66898,0.46486,0.52935,0.29329,1.82667,5.85668,2.03496,0.0026535,0.0026535,0.0026535
37,207.929,1.28447,1.07816,1.37414,0.54744,0.69944,0.65757,0.3292,1.76961,1.63781,1.89368,0.0026436,0.0026436,0.0026436
38,213.33,1.26283,1.07703,1.37404,0.69238,0.70239,0.78055,0.44828,1.5426,1.58138,1.74332,0.0026337,0.0026337,0.0026337
39,218.612,1.29397,1.09849,1.37731,0.55115,0.47456,0.48928,0.22604,2.10505,2.36157,2.41844,0.0026238,0.0026238,0.0026238
40,223.884,1.28759,1.09006,1.38017,0.55792,0.49429,0.50481,0.21207,1.74431,2.93832,1.87431,0.0026139,0.0026139,0.0026139
41,229.131,1.27125,1.08261,1.38174,0.74593,0.68995,0.73053,0.39071,1.68756,1.66501,1.79268,0.002604,0.002604,0.002604
42,234.449,1.24851,1.05771,1.36728,0.79756,0.67103,0.75653,0.46111,1.47738,1.33052,1.56689,0.0025941,0.0025941,0.0025941
43,239.685,1.27318,1.03698,1.35513,0.87707,0.75953,0.80686,0.49644,1.41459,1.25049,1.61103,0.0025842,0.0025842,0.0025842
44,245,1.25113,1.04315,1.34004,0.61361,0.62373,0.69119,0.34485,1.80265,1.76618,1.99987,0.0025743,0.0025743,0.0025743
45,250.225,1.23729,1.01332,1.32842,0.60864,0.44654,0.43962,0.20526,2.19277,2.39306,2.52723,0.0025644,0.0025644,0.0025644
46,255.486,1.26108,1.04943,1.36572,0.78542,0.59731,0.65615,0.35893,1.8354,1.9668,1.88865,0.0025545,0.0025545,0.0025545
47,260.741,1.27298,1.06143,1.36331,0.77452,0.36444,0.49093,0.26222,1.84666,3.4935,1.99341,0.0025446,0.0025446,0.0025446
48,265.982,1.27776,1.06161,1.37057,0.82418,0.70107,0.78709,0.48562,1.41359,1.22105,1.54356,0.0025347,0.0025347,0.0025347
49,271.225,1.21692,0.9973,1.31454,0.8147,0.64414,0.75318,0.45421,1.41511,1.42966,1.57202,0.0025248,0.0025248,0.0025248
50,276.55,1.21832,0.98857,1.3275,0.80649,0.68946,0.80577,0.51397,1.35842,1.13995,1.52013,0.0025149,0.0025149,0.0025149
51,281.786,1.23493,0.9793,1.34032,0.77136,0.64043,0.70183,0.38755,1.62062,1.43315,1.88988,0.002505,0.002505,0.002505
52,286.991,1.24623,0.99486,1.32554,0.67576,0.62128,0.63623,0.31539,1.82127,1.61077,1.81686,0.0024951,0.0024951,0.0024951
53,292.218,1.20696,1.01466,1.3102,0.78597,0.77962,0.83154,0.52385,1.38583,1.25581,1.45749,0.0024852,0.0024852,0.0024852
54,297.465,1.19504,0.96219,1.30099,0.74001,0.76923,0.79738,0.45045,1.56416,1.34045,1.5838,0.0024753,0.0024753,0.0024753
55,302.726,1.20422,0.97051,1.32607,0.75014,0.81324,0.82531,0.50288,1.4788,1.11982,1.65666,0.0024654,0.0024654,0.0024654
56,308.084,1.1983,0.95113,1.30352,0.72672,0.80358,0.82701,0.50717,1.43151,1.1287,1.57923,0.0024555,0.0024555,0.0024555
57,313.316,1.19387,0.9355,1.29193,0.35956,0.55286,0.3799,0.20244,1.82795,2.26509,1.95267,0.0024456,0.0024456,0.0024456
58,318.572,1.21536,0.95784,1.33014,0.82551,0.60267,0.73093,0.4487,1.41418,1.23851,1.53069,0.0024357,0.0024357,0.0024357
59,323.829,1.19435,0.92264,1.30718,0.87641,0.80795,0.87647,0.48162,1.57974,1.07063,1.66857,0.0024258,0.0024258,0.0024258
60,329.028,1.16436,0.91477,1.2922,0.82786,0.8035,0.82122,0.48467,1.56178,1.04373,1.57834,0.0024159,0.0024159,0.0024159
61,334.357,1.15832,0.90436,1.29743,0.80063,0.73787,0.79498,0.48728,1.44995,1.09556,1.54005,0.002406,0.002406,0.002406
62,339.577,1.16259,0.91422,1.28604,0.77668,0.83205,0.83115,0.47515,1.46495,1.14312,1.58241,0.0023961,0.0023961,0.0023961
63,344.843,1.17463,0.92218,1.30066,0.65588,0.54042,0.5389,0.32508,1.3509,1.47605,1.44157,0.0023862,0.0023862,0.0023862
64,350.156,1.1767,0.92155,1.29883,0.72766,0.79436,0.81199,0.4268,1.72934,1.24558,1.81343,0.0023763,0.0023763,0.0023763
65,355.434,1.18208,0.94194,1.30535,0.54133,0.70726,0.64165,0.32596,1.87832,1.63881,2.00701,0.0023664,0.0023664,0.0023664
66,360.685,1.14345,0.91969,1.28959,0.80423,0.72515,0.7965,0.51136,1.3714,1.12293,1.54597,0.0023565,0.0023565,0.0023565
67,366.054,1.13627,0.87564,1.26895,0.79703,0.77627,0.83081,0.51494,1.35505,1.11677,1.48347,0.0023466,0.0023466,0.0023466
68,371.295,1.15022,0.89031,1.28274,0.83649,0.80762,0.85214,0.5378,1.34092,1.1475,1.54977,0.0023367,0.0023367,0.0023367
69,376.567,1.14055,0.89519,1.2816,0.83512,0.77887,0.82678,0.47335,1.5301,1.13815,1.64972,0.0023268,0.0023268,0.0023268
70,381.793,1.16615,0.92072,1.28511,0.86526,0.77075,0.84169,0.51519,1.52102,1.06302,1.58502,0.0023169,0.0023169,0.0023169
71,387.001,1.13801,0.88087,1.25365,0.82329,0.70519,0.80606,0.45918,1.54397,1.1056,1.64882,0.002307,0.002307,0.002307
72,392.259,1.11999,0.88737,1.25512,0.84645,0.75648,0.82623,0.52225,1.35732,1.09518,1.47772,0.0022971,0.0022971,0.0022971
73,397.582,1.12822,0.88179,1.27307,0.66392,0.65361,0.65371,0.37688,1.62186,1.488,1.79113,0.0022872,0.0022872,0.0022872
74,402.952,1.13991,0.8785,1.28943,0.72484,0.63756,0.73419,0.45365,1.46392,1.18456,1.56529,0.0022773,0.0022773,0.0022773
75,408.624,1.12344,0.87035,1.26062,0.86352,0.7925,0.85648,0.55449,1.334,0.94167,1.46978,0.0022674,0.0022674,0.0022674
76,414.144,1.09955,0.86388,1.25386,0.83844,0.66383,0.76132,0.48635,1.4827,1.24198,1.61652,0.0022575,0.0022575,0.0022575
77,419.63,1.0852,0.84841,1.25447,0.79106,0.73959,0.81424,0.52415,1.39067,1.04285,1.49235,0.0022476,0.0022476,0.0022476
78,425.177,1.13552,0.86658,1.27347,0.87999,0.78514,0.85223,0.52613,1.33563,0.91819,1.42181,0.0022377,0.0022377,0.0022377
79,430.704,1.09185,0.85058,1.25179,0.84389,0.78397,0.86049,0.52908,1.36902,0.94612,1.51874,0.0022278,0.0022278,0.0022278
80,436.407,1.09889,0.85694,1.25115,0.84875,0.73168,0.85115,0.53066,1.36233,1.00911,1.46517,0.0022179,0.0022179,0.0022179
81,442.059,1.08359,0.86212,1.25011,0.88576,0.77573,0.84265,0.52413,1.37162,0.97665,1.47257,0.002208,0.002208,0.002208
82,447.615,1.07984,0.82766,1.26013,0.82653,0.77296,0.86081,0.54886,1.28983,0.9607,1.40793,0.0021981,0.0021981,0.0021981
83,453.18,1.0913,0.83122,1.25603,0.86511,0.76436,0.85944,0.50338,1.45512,0.90447,1.52988,0.0021882,0.0021882,0.0021882
84,458.797,1.08378,0.82376,1.24717,0.78631,0.77117,0.8432,0.51765,1.41073,1.04108,1.48373,0.0021783,0.0021783,0.0021783
85,464.298,1.08873,0.85121,1.26578,0.84064,0.79945,0.84907,0.48246,1.53128,1.02573,1.54687,0.0021684,0.0021684,0.0021684
86,469.701,1.10846,0.82269,1.25839,0.82752,0.80592,0.84178,0.46306,1.59848,1.05056,1.64468,0.0021585,0.0021585,0.0021585
87,475.111,1.07284,0.8249,1.23561,0.91973,0.76284,0.87657,0.53253,1.4226,0.86981,1.46903,0.0021486,0.0021486,0.0021486
88,480.498,1.05393,0.81337,1.21921,0.8584,0.75397,0.82735,0.52307,1.42207,1.12611,1.50555,0.0021387,0.0021387,0.0021387
89,486.114,1.08963,0.81957,1.24202,0.86211,0.77266,0.82833,0.52406,1.36409,1.05674,1.47875,0.0021288,0.0021288,0.0021288
90,491.502,1.08484,0.8179,1.23926,0.87442,0.7884,0.85376,0.56617,1.30113,0.97642,1.37917,0.0021189,0.0021189,0.0021189
91,497.015,1.07443,0.80277,1.23613,0.82787,0.82853,0.85712,0.54056,1.36605,0.99008,1.44104,0.002109,0.002109,0.002109
92,502.396,1.09457,0.81906,1.23923,0.8196,0.83568,0.85186,0.54097,1.32938,0.94801,1.41756,0.0020991,0.0020991,0.0020991
93,507.773,1.0557,0.79963,1.22274,0.77567,0.66651,0.73999,0.46232,1.40869,1.22151,1.55277,0.0020892,0.0020892,0.0020892
94,513.376,1.03594,0.78427,1.20868,0.88253,0.77374,0.84224,0.53164,1.32983,0.98941,1.44886,0.0020793,0.0020793,0.0020793
95,518.809,1.06533,0.80041,1.21827,0.86858,0.63108,0.74579,0.49174,1.40447,1.24009,1.61946,0.0020694,0.0020694,0.0020694
96,524.291,1.042,0.78916,1.23412,0.71664,0.38161,0.45955,0.23888,1.84626,2.21465,2.09327,0.0020595,0.0020595,0.0020595
97,529.681,1.02686,0.77822,1.2146,0.88131,0.79704,0.85689,0.51872,1.52306,0.91786,1.69214,0.0020496,0.0020496,0.0020496
98,535.096,1.06046,0.79777,1.23853,0.88013,0.83951,0.87609,0.588,1.27635,0.84554,1.43782,0.0020397,0.0020397,0.0020397
99,540.47,1.05303,0.79243,1.22531,0.83809,0.77843,0.83881,0.52446,1.396,0.994,1.50095,0.0020298,0.0020298,0.0020298
100,545.893,1.04864,0.79525,1.22768,0.84343,0.75266,0.83009,0.54035,1.37293,0.99493,1.48198,0.0020199,0.0020199,0.0020199
101,551.21,1.04122,0.79692,1.22243,0.89412,0.64962,0.7868,0.50463,1.3168,1.24174,1.49435,0.00201,0.00201,0.00201
102,556.437,1.01291,0.77024,1.20797,0.8794,0.64551,0.80734,0.52096,1.36527,1.12733,1.49769,0.0020001,0.0020001,0.0020001
103,561.918,1.02555,0.77592,1.20441,0.81166,0.80569,0.86624,0.55007,1.33339,0.94161,1.41917,0.0019902,0.0019902,0.0019902
104,567.597,0.99001,0.75677,1.1935,0.75206,0.77295,0.82598,0.48169,1.51787,1.08125,1.53918,0.0019803,0.0019803,0.0019803
105,572.995,1.04508,0.77294,1.21625,0.77473,0.83867,0.86106,0.53501,1.36535,1.02278,1.51361,0.0019704,0.0019704,0.0019704
106,578.733,1.04104,0.75792,1.22354,0.91199,0.77483,0.87969,0.56447,1.35191,0.88748,1.44033,0.0019605,0.0019605,0.0019605
107,584.366,1.03712,0.77461,1.22388,0.8289,0.7499,0.83174,0.49435,1.41478,1.04692,1.52562,0.0019506,0.0019506,0.0019506
108,590.028,0.99833,0.73447,1.20014,0.84412,0.70182,0.82499,0.53702,1.31167,0.99946,1.43944,0.0019407,0.0019407,0.0019407
109,595.946,0.99171,0.73639,1.21309,0.79767,0.84069,0.86592,0.54877,1.38429,0.87772,1.44079,0.0019308,0.0019308,0.0019308
110,601.675,1.02481,0.76944,1.21326,0.72448,0.79111,0.80199,0.51454,1.30188,0.99275,1.39113,0.0019209,0.0019209,0.0019209
111,607.252,1.01544,0.75649,1.2045,0.89682,0.78578,0.8719,0.58209,1.31163,0.90972,1.39353,0.001911,0.001911,0.001911
112,612.683,0.99779,0.7531,1.20425,0.88668,0.8158,0.8713,0.57825,1.29203,0.84827,1.42316,0.0019011,0.0019011,0.0019011
113,618.142,1.03444,0.76024,1.21609,0.85647,0.7248,0.85009,0.55404,1.30148,0.9729,1.39198,0.0018912,0.0018912,0.0018912
114,623.459,0.99724,0.74599,1.1844,0.81224,0.77915,0.82694,0.5592,1.20007,0.94348,1.32407,0.0018813,0.0018813,0.0018813
115,628.716,0.96866,0.71584,1.18796,0.7963,0.63208,0.73209,0.48394,1.38691,1.21844,1.54402,0.0018714,0.0018714,0.0018714
116,634.287,0.98773,0.73753,1.18812,0.795,0.72174,0.79545,0.5102,1.32985,1.08713,1.52753,0.0018615,0.0018615,0.0018615
117,639.576,0.99066,0.72428,1.19061,0.83818,0.81011,0.86483,0.5563,1.28955,0.89956,1.4207,0.0018516,0.0018516,0.0018516
118,644.782,0.9626,0.71855,1.17109,0.90457,0.79629,0.88644,0.57864,1.23685,0.86472,1.35426,0.0018417,0.0018417,0.0018417
119,650.048,0.97763,0.72561,1.18085,0.84238,0.67024,0.78204,0.48433,1.36806,1.31458,1.53354,0.0018318,0.0018318,0.0018318
120,655.301,0.98611,0.75892,1.18901,0.81731,0.46478,0.56345,0.35156,1.68349,2.24946,1.93248,0.0018219,0.0018219,0.0018219
121,660.569,0.95587,0.71161,1.17499,0.75302,0.68362,0.75745,0.45192,1.42208,1.20854,1.55461,0.001812,0.001812,0.001812
122,665.903,0.97279,0.72906,1.17497,0.85299,0.84073,0.88177,0.54519,1.4117,0.92255,1.46313,0.0018021,0.0018021,0.0018021
123,671.123,0.98162,0.74732,1.18348,0.864,0.80689,0.88004,0.52901,1.49261,0.87583,1.55273,0.0017922,0.0017922,0.0017922
