epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
31,238.02,1.54726,1.15273,1.33944,0.47712,0.51818,0.46561,0.23744,1.92529,3.72688,1.75519,0.004703,0.004703,0.004703
32,244.914,1.51981,1.163,1.35762,0.4877,0.48448,0.48684,0.26743,1.72579,1.75912,1.5818,0.0046931,0.0046931,0.0046931
33,251.867,1.52133,1.08031,1.31401,0.70008,0.53338,0.55336,0.29464,1.68945,1.17627,1.56976,0.0046832,0.0046832,0.0046832
34,258.82,1.50271,1.14778,1.31585,0.92883,0.46527,0.54611,0.27387,1.84591,1.59071,1.7029,0.0046733,0.0046733,0.0046733
35,265.849,1.53852,1.10876,1.36211,0.58673,0.37074,0.44438,0.17904,2.13699,1.68456,1.87482,0.0046634,0.0046634,0.0046634
36,272.768,1.52208,1.10388,1.34734,0.48339,0.47433,0.45628,0.17598,2.10312,1.73936,1.8201,0.0046535,0.0046535,0.0046535
37,279.689,1.46527,1.02519,1.3039,0.66681,0.51695,0.51585,0.2624,1.79066,1.51917,1.626,0.0046436,0.0046436,0.0046436
38,286.591,1.49455,1.08762,1.3184,0.65815,0.55821,0.58723,0.30384,1.65456,1.1617,1.52732,0.0046337,0.0046337,0.0046337
39,293.655,1.45365,1.0542,1.28502,0.55279,0.53285,0.54013,0.28754,1.74146,1.50939,1.58307,0.0046238,0.0046238,0.0046238
40,300.545,1.45841,1.05023,1.29207,0.54891,0.56373,0.54883,0.2844,1.74491,1.40419,1.57558,0.0046139,0.0046139,0.0046139
41,308.006,1.45497,1.01849,1.26969,0.68874,0.50991,0.58528,0.3015,1.79921,1.23243,1.71436,0.004604,0.004604,0.004604
42,315.674,1.56605,1.14794,1.35116,0.61796,0.5437,0.55908,0.29235,1.76114,1.78915,1.60036,0.0045941,0.0045941,0.0045941
43,322.751,1.44654,1.02726,1.28698,0.65416,0.50305,0.53345,0.28161,1.6952,1.54841,1.56066,0.0045842,0.0045842,0.0045842
44,329.662,1.46037,1.0408,1.29232,0.63084,0.4712,0.47066,0.21563,1.78731,1.56588,1.63721,0.0045743,0.0045743,0.0045743
45,336.668,1.47758,1.05299,1.31012,0.65073,0.55124,0.60303,0.29374,1.77048,1.19367,1.615,0.0045644,0.0045644,0.0045644
46,343.529,1.44182,1.00909,1.27154,0.82039,0.47712,0.51937,0.23242,1.93666,1.40264,1.69563,0.0045545,0.0045545,0.0045545
47,350.548,1.44824,1.04064,1.30909,0.55919,0.51225,0.5154,0.26061,1.71779,1.35396,1.55993,0.0045446,0.0045446,0.0045446
48,357.459,1.42789,0.98465,1.27243,0.80749,0.48284,0.54547,0.25641,1.87689,1.85897,1.67568,0.0045347,0.0045347,0.0045347
49,364.334,1.40481,0.98366,1.27513,0.72592,0.54684,0.58248,0.30592,1.65291,1.22207,1.54488,0.0045248,0.0045248,0.0045248
50,371.259,1.44621,1.00978,1.2935,0.78544,0.50002,0.53335,0.29694,1.75079,1.45461,1.66261,0.0045149,0.0045149,0.0045149
51,378.199,1.43946,1.02456,1.27632,0.6547,0.51552,0.52133,0.26974,1.72845,1.35846,1.57951,0.004505,0.004505,0.004505
52,385.116,1.40119,1.00635,1.27457,0.42956,0.43225,0.46243,0.25005,1.77878,1.62849,1.61571,0.0044951,0.0044951,0.0044951
53,392.01,1.43271,1.00248,1.27875,0.55181,0.53982,0.52935,0.27138,1.77066,1.29327,1.69347,0.0044852,0.0044852,0.0044852
54,399.034,1.44787,0.99098,1.26673,0.58154,0.5288,0.54201,0.28469,1.76253,1.51406,1.62053,0.0044753,0.0044753,0.0044753
55,406.037,1.42484,0.97863,1.26886,0.67756,0.47078,0.51824,0.238,1.95242,1.38887,1.83127,0.0044654,0.0044654,0.0044654
56,413.485,1.4248,0.97624,1.27392,0.68103,0.48992,0.55847,0.28799,1.72164,1.3066,1.59673,0.0044555,0.0044555,0.0044555
57,420.453,1.35419,0.91148,1.2252,0.77954,0.60886,0.59561,0.31395,1.69614,1.15524,1.5536,0.0044456,0.0044456,0.0044456
58,427.32,1.3809,0.92909,1.27978,0.5578,0.53452,0.54006,0.27787,1.79513,1.30315,1.67453,0.0044357,0.0044357,0.0044357
59,434.188,1.43867,0.97256,1.29223,0.49573,0.37021,0.39434,0.15815,2.34468,1.69172,2.08137,0.0044258,0.0044258,0.0044258
60,441.222,1.50933,1.05137,1.31262,0.62071,0.46151,0.51457,0.26339,1.83692,2.07962,1.69674,0.0044159,0.0044159,0.0044159
61,448.225,1.38658,0.97107,1.25685,0.64135,0.62766,0.61588,0.3202,1.60234,1.44852,1.48338,0.004406,0.004406,0.004406
62,455.139,1.38117,0.91233,1.24877,0.88904,0.47859,0.55225,0.2651,1.82191,1.38534,1.64937,0.0043961,0.0043961,0.0043961
63,462.08,1.35008,0.92552,1.23412,0.69123,0.54004,0.57911,0.32916,1.58375,1.16386,1.486,0.0043862,0.0043862,0.0043862
64,468.994,1.34798,0.9322,1.24564,0.96978,0.50244,0.61689,0.32718,1.70832,1.21215,1.58115,0.0043763,0.0043763,0.0043763
65,475.953,1.37134,0.94666,1.25457,0.66288,0.56401,0.56866,0.25979,1.91513,1.35949,1.68719,0.0043664,0.0043664,0.0043664
66,482.889,1.37066,0.93317,1.24595,0.79998,0.57807,0.60378,0.30542,1.68495,1.42042,1.52294,0.0043565,0.0043565,0.0043565
67,489.814,1.3571,0.91544,1.21255,0.63387,0.51518,0.53249,0.26477,1.90338,1.67189,1.72559,0.0043466,0.0043466,0.0043466
68,496.718,1.40231,0.95765,1.27105,0.81016,0.50128,0.4993,0.26607,1.6888,1.83549,1.57303,0.0043367,0.0043367,0.0043367
69,503.797,1.40205,0.9523,1.23364,0.57878,0.6297,0.58916,0.32974,1.67002,1.03761,1.53058,0.0043268,0.0043268,0.0043268
70,511.042,1.31476,0.90752,1.2377,0.60661,0.55188,0.55576,0.29308,1.71454,1.16033,1.56538,0.0043169,0.0043169,0.0043169
71,518.046,1.33593,0.89228,1.23384,0.613,0.5523,0.58235,0.33681,1.59095,1.15936,1.47095,0.004307,0.004307,0.004307
72,524.974,1.32453,0.87757,1.21002,0.68758,0.49163,0.59235,0.3224,1.64138,1.3074,1.50116,0.0042971,0.0042971,0.0042971
73,532.135,1.32832,0.90552,1.21863,0.7209,0.5433,0.58083,0.33553,1.60326,1.19788,1.47987,0.0042872,0.0042872,0.0042872
74,539.157,1.3183,0.87076,1.22282,0.64071,0.56373,0.58598,0.32646,1.62508,1.1396,1.54004,0.0042773,0.0042773,0.0042773
75,546.048,1.30715,0.87341,1.20844,0.50512,0.48938,0.50402,0.27935,1.72749,1.35115,1.58073,0.0042674,0.0042674,0.0042674
76,552.872,1.32482,0.88132,1.23485,0.63129,0.53469,0.57655,0.32131,1.66239,1.24695,1.54222,0.0042575,0.0042575,0.0042575
77,559.881,1.31086,0.86382,1.21358,0.56637,0.50531,0.47137,0.20709,1.90685,1.68459,1.74608,0.0042476,0.0042476,0.0042476
78,566.744,1.29725,0.84098,1.22042,0.57069,0.62151,0.59122,0.32781,1.64209,1.29587,1.53807,0.0042377,0.0042377,0.0042377
79,573.628,1.31202,0.88312,1.22071,0.73102,0.61928,0.64118,0.34462,1.72534,1.1455,1.59723,0.0042278,0.0042278,0.0042278
80,580.711,1.31973,0.87372,1.19973,0.78394,0.56375,0.59771,0.31457,1.74736,1.13338,1.63182,0.0042179,0.0042179,0.0042179
81,587.948,1.29081,0.86673,1.17614,0.64968,0.59669,0.59193,0.31321,1.66936,1.29929,1.54562,0.004208,0.004208,0.004208
82,594.831,1.30506,0.83487,1.20021,0.65363,0.64048,0.59722,0.30708,1.72066,1.13364,1.58188,0.0041981,0.0041981,0.0041981
83,601.651,1.29679,0.82077,1.1979,0.78992,0.59858,0.60597,0.32818,1.67021,1.25234,1.5757,0.0041882,0.0041882,0.0041882
84,608.513,1.25053,0.78669,1.19581,0.73581,0.59167,0.60597,0.33344,1.64955,1.17398,1.52837,0.0041783,0.0041783,0.0041783
85,615.312,1.2825,0.83332,1.19927,0.90796,0.58707,0.63163,0.34686,1.66086,1.03589,1.57091,0.0041684,0.0041684,0.0041684
86,622.298,1.26359,0.82167,1.18826,0.76665,0.63048,0.63286,0.34453,1.61223,1.01283,1.53925,0.0041585,0.0041585,0.0041585
87,629.225,1.25914,0.82835,1.19663,0.52005,0.54281,0.55977,0.32001,1.60522,1.19291,1.52625,0.0041486,0.0041486,0.0041486
88,636.115,1.28425,0.85736,1.2097,0.6455,0.54779,0.5655,0.28764,1.78812,1.23951,1.63847,0.0041387,0.0041387,0.0041387
89,643.21,1.29079,0.87825,1.19687,0.63139,0.49996,0.5219,0.23796,1.92485,1.64944,1.79205,0.0041288,0.0041288,0.0041288
90,650.407,1.26047,0.82963,1.18686,0.66444,0.62684,0.58849,0.31716,1.69304,1.02697,1.5813,0.0041189,0.0041189,0.0041189
91,657.599,1.27368,0.83164,1.18674,0.62712,0.55719,0.5556,0.3095,1.71605,1.09572,1.62769,0.004109,0.004109,0.004109
92,664.417,1.29914,0.85595,1.19084,0.47908,0.61369,0.51784,0.26321,1.73294,1.27176,1.57154,0.0040991,0.0040991,0.0040991
93,671.339,1.30842,0.85485,1.20889,0.7087,0.52124,0.5594,0.27729,1.76271,1.52489,1.63669,0.0040892,0.0040892,0.0040892
94,678.174,1.26749,0.86507,1.20446,0.70445,0.59115,0.63199,0.32609,1.67415,1.37348,1.5486,0.0040793,0.0040793,0.0040793
95,685.059,1.25006,0.80775,1.17353,0.6634,0.61166,0.61019,0.33503,1.58793,1.36267,1.52083,0.0040694,0.0040694,0.0040694
96,691.943,1.27782,0.82985,1.19679,0.6692,0.54675,0.57024,0.33317,1.59575,1.19923,1.50256,0.0040595,0.0040595,0.0040595
97,698.786,1.27769,0.83447,1.19601,0.71286,0.59447,0.63082,0.30584,1.75852,1.10649,1.63937,0.0040496,0.0040496,0.0040496
98,705.631,1.29713,0.8535,1.20152,0.50986,0.58571,0.52725,0.19643,2.14343,1.52266,1.92191,0.0040397,0.0040397,0.0040397
99,712.608,1.26754,0.82229,1.18249,0.586,0.58272,0.52412,0.23824,1.96085,1.47168,1.82123,0.0040298,0.0040298,0.0040298
100,719.476,1.28442,0.82817,1.19604,0.65926,0.59429,0.61159,0.29019,1.77968,1.09116,1.67252,0.0040199,0.0040199,0.0040199
